drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0029,gentamicin,gentamicin,Aminoglycoside antibiotic,Caminoglycoside-antib,aminoglycoside-antibiotic,Antimicrobial,antimicrobial,Bacterial infection,bacterial-infection,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Serious gram-negative infection and synergy concepts.,Nephrotoxicity and ototoxicity.,High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,"gentamicin, amikacin, streptomycin, tobramycin, neomycin, kanamycin",,Yes,High,gentamicin | Aminoglycoside antibiotic | Antimicrobial | Bacterial infection | Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis. | High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,What is the drug class of gentamicin?,gentamicin belongs to Aminoglycoside antibiotic. Mechanism theme: Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,gentamicin belongs to which drug class?,Aminoglycoside antibiotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0030,kanamycin,kanamycin,Aminoglycoside antibiotic,Caminoglycoside-antib,aminoglycoside-antibiotic,Antimicrobial,antimicrobial,Bacterial infection,bacterial-infection,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Serious gram-negative infection and synergy concepts.,Nephrotoxicity and ototoxicity.,High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,"gentamicin, amikacin, streptomycin, tobramycin, neomycin, kanamycin",,No,Core,kanamycin | Aminoglycoside antibiotic | Antimicrobial | Bacterial infection | Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis. | High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,What is the drug class of kanamycin?,kanamycin belongs to Aminoglycoside antibiotic. Mechanism theme: Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,kanamycin belongs to which drug class?,Aminoglycoside antibiotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0031,neomycin,neomycin,Aminoglycoside antibiotic,Caminoglycoside-antib,aminoglycoside-antibiotic,Antimicrobial,antimicrobial,Bacterial infection,bacterial-infection,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Serious gram-negative infection and synergy concepts.,Nephrotoxicity and ototoxicity.,High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,"gentamicin, amikacin, streptomycin, tobramycin, neomycin, kanamycin",,No,Core,neomycin | Aminoglycoside antibiotic | Antimicrobial | Bacterial infection | Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis. | High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,What is the drug class of neomycin?,neomycin belongs to Aminoglycoside antibiotic. Mechanism theme: Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,neomycin belongs to which drug class?,Aminoglycoside antibiotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0032,streptomycin,streptomycin,Aminoglycoside antibiotic,Caminoglycoside-antib,aminoglycoside-antibiotic,Antimicrobial,antimicrobial,Bacterial infection,bacterial-infection,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Serious gram-negative infection and synergy concepts.,Nephrotoxicity and ototoxicity.,High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,"gentamicin, amikacin, streptomycin, tobramycin, neomycin, kanamycin",,Yes,High,streptomycin | Aminoglycoside antibiotic | Antimicrobial | Bacterial infection | Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis. | High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,What is the drug class of streptomycin?,streptomycin belongs to Aminoglycoside antibiotic. Mechanism theme: Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,streptomycin belongs to which drug class?,Aminoglycoside antibiotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0033,tobramycin,tobramycin,Aminoglycoside antibiotic,Caminoglycoside-antib,aminoglycoside-antibiotic,Antimicrobial,antimicrobial,Bacterial infection,bacterial-infection,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,Serious gram-negative infection and synergy concepts.,Nephrotoxicity and ototoxicity.,High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,"gentamicin, amikacin, streptomycin, tobramycin, neomycin, kanamycin",,No,Core,tobramycin | Aminoglycoside antibiotic | Antimicrobial | Bacterial infection | Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis. | High-yield: aminoglycosides cause oto/nephrotoxicity and need oxygen-dependent uptake.,What is the drug class of tobramycin?,tobramycin belongs to Aminoglycoside antibiotic. Mechanism theme: Irreversibly binds 30S ribosomal subunit and inhibits bacterial protein synthesis.,tobramycin belongs to which drug class?,Aminoglycoside antibiotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0034,albendazole,albendazole,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,Yes,High,"albendazole | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of albendazole?,"albendazole belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",albendazole belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0035,diethylcarbamazine,diethylcarbamazine,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,No,Core,"diethylcarbamazine | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of diethylcarbamazine?,"diethylcarbamazine belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",diethylcarbamazine belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0036,ivermectin,ivermectin,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,Yes,High,"ivermectin | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of ivermectin?,"ivermectin belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",ivermectin belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0037,mebendazole,mebendazole,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,Yes,High,"mebendazole | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of mebendazole?,"mebendazole belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",mebendazole belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0038,niclosamide,niclosamide,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,No,Core,"niclosamide | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of niclosamide?,"niclosamide belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",niclosamide belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0039,praziquantel,praziquantel,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,No,Core,"praziquantel | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of praziquantel?,"praziquantel belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",praziquantel belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0040,pyrantel pamoate,pyrantel-pamoate,Anthelmintic drug,Canthelmintic-drug,anthelmintic-drug,Antimicrobial,antimicrobial,Helminth infection,helminth-infection,"Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.","Roundworm, tapeworm and fluke infection concepts.","GI upset, liver enzyme effects or neurotoxicity themes depending on drug.",High-yield: albendazole/mebendazole inhibit microtubule formation.,"albendazole, mebendazole, ivermectin, praziquantel, pyrantel pamoate, diethylcarbamazine, niclosamide",,No,Core,"pyrantel pamoate | Anthelmintic drug | Antimicrobial | Helminth infection | Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects. | High-yield: albendazole/mebendazole inhibit microtubule formation.",What is the drug class of pyrantel pamoate?,"pyrantel pamoate belongs to Anthelmintic drug. Mechanism theme: Kills or immobilizes helminths through microtubule, neuromuscular or membrane effects.",pyrantel pamoate belongs to which drug class?,Anthelmintic drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
